exposure	outcome	id.exposure	id.outcome	samplesize	SNP	b	se	p
colon_combined	bmi_combined.txt	colon_combined	45of2Z	710063	rs1017698	-0.0605612998522895	0.0251107828655835	0.0158755231158103
colon_combined	bmi_combined.txt	colon_combined	45of2Z	710063	rs11190164	-0.00749063670411985	0.0249687890137328	0.764177155622095
colon_combined	bmi_combined.txt	colon_combined	45of2Z	710063	rs11236188	-0.0415647921760391	0.0207823960880196	0.0455002638963584
colon_combined	bmi_combined.txt	colon_combined	45of2Z	710063	rs11255835	0.0211267605633803	0.028169014084507	0.453254704753736
colon_combined	bmi_combined.txt	colon_combined	45of2Z	710063	rs11503907	0.019782393669634	0.0187932739861523	0.292509878183886
colon_combined	bmi_combined.txt	colon_combined	45of2Z	710063	rs12144319	0.0137362637362637	0.0302197802197802	0.649436283726755
colon_combined	bmi_combined.txt	colon_combined	45of2Z	710063	rs144674978	0.0196514645902855	0.0348535409714498	0.572869977695045
colon_combined	bmi_combined.txt	colon_combined	45of2Z	710063	rs16888589	-0.0324909747292419	0.0180505415162455	0.0718606382258516
colon_combined	bmi_combined.txt	colon_combined	45of2Z	710063	rs17011146	-0.102833158447009	0.0220356768100735	3.06125347306213e-06
colon_combined	bmi_combined.txt	colon_combined	45of2Z	710063	rs17197658	0.0954415954415954	0.0313390313390313	0.00232328893371864
colon_combined	bmi_combined.txt	colon_combined	45of2Z	710063	rs1741640	0.0205627705627706	0.0238095238095238	0.3877876816066
colon_combined	bmi_combined.txt	colon_combined	45of2Z	710063	rs174535	-0.0376175548589342	0.0266457680250784	0.158019253847399
colon_combined	bmi_combined.txt	colon_combined	45of2Z	710063	rs1800734	0.0183356840620592	0.0296191819464034	0.535884989067038
colon_combined	bmi_combined.txt	colon_combined	45of2Z	710063	rs2132512	-0.0634218289085546	0.028023598820059	0.0236259577283978
colon_combined	bmi_combined.txt	colon_combined	45of2Z	710063	rs2155065	0.0147058823529412	0.0277777777777778	0.596519838726618
colon_combined	bmi_combined.txt	colon_combined	45of2Z	710063	rs2293581	-0.0162790697674419	0.0162790697674419	0.317310507862914
colon_combined	bmi_combined.txt	colon_combined	45of2Z	710063	rs2651244	0.0516962843295638	0.0274636510500808	0.0597881108264642
colon_combined	bmi_combined.txt	colon_combined	45of2Z	710063	rs2735940	0.023972602739726	0.021689497716895	0.269045576986182
colon_combined	bmi_combined.txt	colon_combined	45of2Z	710063	rs2860001	0.00567536889897843	0.021566401816118	0.7924288824046
colon_combined	bmi_combined.txt	colon_combined	45of2Z	710063	rs28840750	-0.00450225112556278	0.0215107553776888	0.834212236432498
