sequence_id	direction_group	outcome	group
10000_28	negative	BMI	Male
10003_15	negative	BMI	Male
10008_43	positive	BMI	Male
10014_31	negative	BMI	Male
10024_44	negative	BMI	Male
10046_55	positive	BMI	Male
10047_12	negative	BMI	Male
10073_22	positive	BMI	Male
10075_75	positive	BMI	Male
10081_17	negative	BMI	Male
10082_251	positive	BMI	Male
10339_48	positive	BMI	Male
10346_5	negative	BMI	Male
10356_21	negative	BMI	Male
10363_13	negative	BMI	Male
10366_11	negative	BMI	Male
10390_21	positive	BMI	Male
10391_1	positive	BMI	Male
10418_36	negative	BMI	Male
10426_21	negative	BMI	Male
10430_31	negative	BMI	Male
10440_26	negative	BMI	Male
10442_1	negative	BMI	Male
10449_31	negative	BMI	Male
10453_7	negative	BMI	Male
10455_196	positive	BMI	Male
10507_166	negative	BMI	Male
10512_13	positive	BMI	Male
10527_22	negative	BMI	Male
10530_8	negative	BMI	Male
10546_2	negative	BMI	Male
10550_37	negative	BMI	Male
10552_88	positive	BMI	Male
10557_6	positive	BMI	Male
10558_26	negative	BMI	Male
10571_14	negative	BMI	Male
10572_65	negative	BMI	Male
10574_10	positive	BMI	Male
10582_36	negative	BMI	Male
10600_24	negative	BMI	Male
10603_1	positive	BMI	Male
10606_34	negative	BMI	Male
10612_18	positive	BMI	Male
10613_33	positive	BMI	Male
10615_18	positive	BMI	Male
10620_21	positive	BMI	Male
10627_87	positive	BMI	Male
10647_18	negative	BMI	Male
10666_7	positive	BMI	Male
10672_75	negative	BMI	Male
10677_9	positive	BMI	Male
10693_43	positive	BMI	Male
10702_1	positive	BMI	Male
10703_203	negative	BMI	Male
10708_3	positive	BMI	Male
10714_7	positive	BMI	Male
10731_10	positive	BMI	Male
10748_216	negative	BMI	Male
10752_8	positive	BMI	Male
10753_31	positive	BMI	Male
10758_2	positive	BMI	Male
10762_2	positive	BMI	Male
10781_19	positive	BMI	Male
10815_2	positive	BMI	Male
10817_26	negative	BMI	Male
10818_36	negative	BMI	Male
10825_12	negative	BMI	Male
10833_64	negative	BMI	Male
10847_1	negative	BMI	Male
10848_137	negative	BMI	Male
10866_60	positive	BMI	Male
10882_12	negative	BMI	Male
10885_36	negative	BMI	Male
10903_50	negative	BMI	Male
10910_6	negative	BMI	Male
10916_44	negative	BMI	Male
10924_258	negative	BMI	Male
10933_107	negative	BMI	Male
10938_13	negative	BMI	Male
10939_16	negative	BMI	Male
10945_11	negative	BMI	Male
10948_14	positive	BMI	Male
10955_4	negative	BMI	Male
10959_125	negative	BMI	Male
10961_15	positive	BMI	Male
10975_59	negative	BMI	Male
11094_104	negative	BMI	Male
11096_57	negative	BMI	Male
11103_24	positive	BMI	Male
11110_4	negative	BMI	Male
11116_16	positive	BMI	Male
11118_107	negative	BMI	Male
11120_49	negative	BMI	Male
11128_29	negative	BMI	Male
11129_66	negative	BMI	Male
11130_158	positive	BMI	Male
11134_30	positive	BMI	Male
11137_43	negative	BMI	Male
11143_32	negative	BMI	Male
11145_72	negative	BMI	Male
11160_56	positive	BMI	Male
11164_7	negative	BMI	Male
11173_29	positive	BMI	Male
11180_17	negative	BMI	Male
11185_145	negative	BMI	Male
11198_37	negative	BMI	Male
11207_3	negative	BMI	Male
11208_15	negative	BMI	Male
11211_7	negative	BMI	Male
11212_7	negative	BMI	Male
11214_40	negative	BMI	Male
11215_6	positive	BMI	Male
11218_84	negative	BMI	Male
11219_95	negative	BMI	Male
11223_1	positive	BMI	Male
11229_16	negative	BMI	Male
11239_49	positive	BMI	Male
11247_20	negative	BMI	Male
11248_43	positive	BMI	Male
11252_30	negative	BMI	Male
11254_13	negative	BMI	Male
11257_1	positive	BMI	Male
11273_176	negative	BMI	Male
11275_94	negative	BMI	Male
11278_4	positive	BMI	Male
11281_6	negative	BMI	Male
11283_13	negative	BMI	Male
11287_14	positive	BMI	Male
11293_14	negative	BMI	Male
11311_79	negative	BMI	Male
11312_40	negative	BMI	Male
11320_29	negative	BMI	Male
11347_9	positive	BMI	Male
11348_132	positive	BMI	Male
11355_10	positive	BMI	Male
11360_39	negative	BMI	Male
11369_23	positive	BMI	Male
11372_2	negative	BMI	Male
11377_19	negative	BMI	Male
11380_84	negative	BMI	Male
11383_41	negative	BMI	Male
11387_3	negative	BMI	Male
11388_75	negative	BMI	Male
11391_69	positive	BMI	Male
11396_39	negative	BMI	Male
11401_181	negative	BMI	Male
11405_150	negative	BMI	Male
11406_82	negative	BMI	Male
11416_23	positive	BMI	Male
11424_4	negative	BMI	Male
11425_31	negative	BMI	Male
11431_235	positive	BMI	Male
11432_11	negative	BMI	Male
11448_34	negative	BMI	Male
11454_87	positive	BMI	Male
11456_2	negative	BMI	Male
11457_53	positive	BMI	Male
11464_9	negative	BMI	Male
11513_92	negative	BMI	Male
11514_196	positive	BMI	Male
11516_7	positive	BMI	Male
11534_6	positive	BMI	Male
11536_9	negative	BMI	Male
11539_4	negative	BMI	Male
11540_37	negative	BMI	Male
11543_84	negative	BMI	Male
11551_16	positive	BMI	Male
11557_3	positive	BMI	Male
11560_76	negative	BMI	Male
11570_94	negative	BMI	Male
11587_5	positive	BMI	Male
11601_26	negative	BMI	Male
11615_16	negative	BMI	Male
11633_89	negative	BMI	Male
11638_42	negative	BMI	Male
11643_73	positive	BMI	Male
11646_4	negative	BMI	Male
11647_6	negative	BMI	Male
11656_110	negative	BMI	Male
11659_31	negative	BMI	Male
11666_72	negative	BMI	Male
11672_17	negative	BMI	Male
11682_7	negative	BMI	Male
11708_2	negative	BMI	Male
11709_29	positive	BMI	Male
11825_27	negative	BMI	Male
11838_130	negative	BMI	Male
11926_23	positive	BMI	Male
11952_1	negative	BMI	Male
11955_1	positive	BMI	Male
11967_23	negative	BMI	Male
11969_5	negative	BMI	Male
11988_24	negative	BMI	Male
12001_7	negative	BMI	Male
12030_82	negative	BMI	Male
12041_33	positive	BMI	Male
12046_51	negative	BMI	Male
12329_21	negative	BMI	Male
12333_87	negative	BMI	Male
12334_25	positive	BMI	Male
12338_27	negative	BMI	Male
12345_4	negative	BMI	Male
12350_86	positive	BMI	Male
12366_16	positive	BMI	Male
12370_30	positive	BMI	Male
12381_26	negative	BMI	Male
12382_2	positive	BMI	Male
12386_11	negative	BMI	Male
12389_4	negative	BMI	Male
12391_27	negative	BMI	Male
12392_30	positive	BMI	Male
12399_194	positive	BMI	Male
12401_3	negative	BMI	Male
12403_30	negative	BMI	Male
12411_60	negative	BMI	Male
12415_122	negative	BMI	Male
12417_46	positive	BMI	Male
12420_10	negative	BMI	Male
12432_23	negative	BMI	Male
12436_84	positive	BMI	Male
12437_18	negative	BMI	Male
12450_42	positive	BMI	Male
12456_5	negative	BMI	Male
12460_18	positive	BMI	Male
12469_19	positive	BMI	Male
12471_47	positive	BMI	Male
12475_48	positive	BMI	Male
12479_50	negative	BMI	Male
12480_9	negative	BMI	Male
12484_67	negative	BMI	Male
12486_8	positive	BMI	Male
12499_108	negative	BMI	Male
12501_10	positive	BMI	Male
12503_5	negative	BMI	Male
12516_13	negative	BMI	Male
12517_52	positive	BMI	Male
12521_3	negative	BMI	Male
12524_18	positive	BMI	Male
12527_50	negative	BMI	Male
12528_40	negative	BMI	Male
12531_5	negative	BMI	Male
12533_135	negative	BMI	Male
12540_25	positive	BMI	Male
12551_3	negative	BMI	Male
12554_10	positive	BMI	Male
12558_3	negative	BMI	Male
12571_14	negative	BMI	Male
12575_30	negative	BMI	Male
12585_39	negative	BMI	Male
12587_65	positive	BMI	Male
12594_5	negative	BMI	Male
12604_16	negative	BMI	Male
12605_1	positive	BMI	Male
12612_37	negative	BMI	Male
12632_14	negative	BMI	Male
12635_9	positive	BMI	Male
12641_3	negative	BMI	Male
12650_43	positive	BMI	Male
12651_21	negative	BMI	Male
12653_13	positive	BMI	Male
12656_1	positive	BMI	Male
12657_2	positive	BMI	Male
12658_72	negative	BMI	Male
12663_1	positive	BMI	Male
12667_2	positive	BMI	Male
12668_7	negative	BMI	Male
12671_35	negative	BMI	Male
12675_14	negative	BMI	Male
12676_1	negative	BMI	Male
12677_164	negative	BMI	Male
12681_63	negative	BMI	Male
12682_5	negative	BMI	Male
12685_57	positive	BMI	Male
12693_2	negative	BMI	Male
12701_1	positive	BMI	Male
12702_13	negative	BMI	Male
12704_26	positive	BMI	Male
12706_2	negative	BMI	Male
12709_63	negative	BMI	Male
12716_3	negative	BMI	Male
12738_43	negative	BMI	Male
12740_55	positive	BMI	Male
12746_4	positive	BMI	Male
12748_6	negative	BMI	Male
12754_14	negative	BMI	Male
12763_69	negative	BMI	Male
12764_3	negative	BMI	Male
12768_3	positive	BMI	Male
12783_29	negative	BMI	Male
12786_61	positive	BMI	Male
12794_6	negative	BMI	Male
12813_18	positive	BMI	Male
12817_1	positive	BMI	Male
12818_159	negative	BMI	Male
12820_1	positive	BMI	Male
12827_37	negative	BMI	Male
12831_21	negative	BMI	Male
12845_18	negative	BMI	Male
12851_5	negative	BMI	Male
12862_14	negative	BMI	Male
12864_9	negative	BMI	Male
12881_17	positive	BMI	Male
12925_105	negative	BMI	Male
12934_1	positive	BMI	Male
12936_38	positive	BMI	Male
12939_1	negative	BMI	Male
12940_35	positive	BMI	Male
12968_2	negative	BMI	Male
12970_35	negative	BMI	Male
12976_49	negative	BMI	Male
12986_12	negative	BMI	Male
12991_49	negative	BMI	Male
13011_20	negative	BMI	Male
13013_41	negative	BMI	Male
13022_20	positive	BMI	Male
13025_4	negative	BMI	Male
13032_1	negative	BMI	Male
13042_7	negative	BMI	Male
13055_53	negative	BMI	Male
13056_18	negative	BMI	Male
13066_42	positive	BMI	Male
13067_5	positive	BMI	Male
13076_4	negative	BMI	Male
13088_397	negative	BMI	Male
13093_6	positive	BMI	Male
13105_7	negative	BMI	Male
13107_9	negative	BMI	Male
13109_82	negative	BMI	Male
13111_79	negative	BMI	Male
13114_50	negative	BMI	Male
13118_5	negative	BMI	Male
13124_20	negative	BMI	Male
13131_5	negative	BMI	Male
13231_90	positive	BMI	Male
13242_134	negative	BMI	Male
13374_4	negative	BMI	Male
13377_3	negative	BMI	Male
13381_49	negative	BMI	Male
13386_248	negative	BMI	Male
13387_55	negative	BMI	Male
13388_57	negative	BMI	Male
13399_33	negative	BMI	Male
13416_8	positive	BMI	Male
13427_66	negative	BMI	Male
13429_3	negative	BMI	Male
13438_115	negative	BMI	Male
13439_6	negative	BMI	Male
13447_42	negative	BMI	Male
13451_2	negative	BMI	Male
13453_2	negative	BMI	Male
13460_4	negative	BMI	Male
13470_43	negative	BMI	Male
13472_35	positive	BMI	Male
13473_55	negative	BMI	Male
13485_20	positive	BMI	Male
13488_3	negative	BMI	Male
13490_1	negative	BMI	Male
13491_40	negative	BMI	Male
13495_48	negative	BMI	Male
13497_34	positive	BMI	Male
13498_1	negative	BMI	Male
13499_30	negative	BMI	Male
13501_10	positive	BMI	Male
13506_10	negative	BMI	Male
13517_3	negative	BMI	Male
13518_5	positive	BMI	Male
13519_112	negative	BMI	Male
13524_25	positive	BMI	Male
13525_17	negative	BMI	Male
13536_56	negative	BMI	Male
13539_131	negative	BMI	Male
13540_1	negative	BMI	Male
13541_1	negative	BMI	Male
13545_97	negative	BMI	Male
13548_53	negative	BMI	Male
13549_15	negative	BMI	Male
13554_78	negative	BMI	Male
13557_3	negative	BMI	Male
13565_2	positive	BMI	Male
13566_2	negative	BMI	Male
13574_50	negative	BMI	Male
13575_40	negative	BMI	Male
13587_10	positive	BMI	Male
13589_10	positive	BMI	Male
13595_20	positive	BMI	Male
13596_3	negative	BMI	Male
13597_20	negative	BMI	Male
13603_7	positive	BMI	Male
13604_27	negative	BMI	Male
13613_23	negative	BMI	Male
13618_15	negative	BMI	Male
13620_10	positive	BMI	Male
13621_31	negative	BMI	Male
13631_1	negative	BMI	Male
13634_209	negative	BMI	Male
13639_101	positive	BMI	Male
13645_14	negative	BMI	Male
13650_11	positive	BMI	Male
13652_2	positive	BMI	Male
13658_31	negative	BMI	Male
13665_35	negative	BMI	Male
13681_173	negative	BMI	Male
13686_2	positive	BMI	Male
13692_154	positive	BMI	Male
13698_28	negative	BMI	Male
13711_10	negative	BMI	Male
13719_19	negative	BMI	Male
13729_26	positive	BMI	Male
13733_5	negative	BMI	Male
13738_8	negative	BMI	Male
13744_37	negative	BMI	Male
13926_1	positive	BMI	Male
