exposure	outcome	id.exposure	id.outcome	samplesize	SNP	b	se	p
BMI_female	joint_proximal_Female_wald_MAC50_1.TBL.annotated.txt	BMI_female	bjdcuO	NA	rs10002111	2.12426035502959	1.32544378698225	0.109005636859004
BMI_female	joint_proximal_Female_wald_MAC50_1.TBL.annotated.txt	BMI_female	bjdcuO	NA	rs1003081	0.368055555555556	1.34027777777778	0.783614807813888
BMI_female	joint_proximal_Female_wald_MAC50_1.TBL.annotated.txt	BMI_female	bjdcuO	NA	rs10048652	0.711111111111111	1.38518518518519	0.607693237328678
BMI_female	joint_proximal_Female_wald_MAC50_1.TBL.annotated.txt	BMI_female	bjdcuO	NA	rs10118701	1.10227272727273	1.11363636363636	0.322273880262187
BMI_female	joint_proximal_Female_wald_MAC50_1.TBL.annotated.txt	BMI_female	bjdcuO	NA	rs10124645	-0.477941176470588	1.38970588235294	0.730909952188844
BMI_female	joint_proximal_Female_wald_MAC50_1.TBL.annotated.txt	BMI_female	bjdcuO	NA	rs10182181	-0.0359116022099447	0.519337016574586	0.94487106878732
BMI_female	joint_proximal_Female_wald_MAC50_1.TBL.annotated.txt	BMI_female	bjdcuO	NA	rs10237317	-2.2463768115942	1.38405797101449	0.104581570607858
BMI_female	joint_proximal_Female_wald_MAC50_1.TBL.annotated.txt	BMI_female	bjdcuO	NA	rs10471636	0.1	1.11176470588235	0.928329260414568
BMI_female	joint_proximal_Female_wald_MAC50_1.TBL.annotated.txt	BMI_female	bjdcuO	NA	rs1048932	-1.54395604395604	1.03846153846154	0.137074910456382
BMI_female	joint_proximal_Female_wald_MAC50_1.TBL.annotated.txt	BMI_female	bjdcuO	NA	rs10499694	-0.5	1.36764705882353	0.714669994929239
BMI_female	joint_proximal_Female_wald_MAC50_1.TBL.annotated.txt	BMI_female	bjdcuO	NA	rs10513801	-0.767045454545454	0.784090909090909	0.327945317995007
BMI_female	joint_proximal_Female_wald_MAC50_1.TBL.annotated.txt	BMI_female	bjdcuO	NA	rs10733682	0.69620253164557	1.18987341772152	0.558476187216307
BMI_female	joint_proximal_Female_wald_MAC50_1.TBL.annotated.txt	BMI_female	bjdcuO	NA	rs10742752	-1.75	1.4469696969697	0.226499960647399
BMI_female	joint_proximal_Female_wald_MAC50_1.TBL.annotated.txt	BMI_female	bjdcuO	NA	rs10756714	2.30769230769231	0.908653846153846	0.0110953128987481
BMI_female	joint_proximal_Female_wald_MAC50_1.TBL.annotated.txt	BMI_female	bjdcuO	NA	rs1075901	1.38194444444444	1.30555555555556	0.289822703323665
BMI_female	joint_proximal_Female_wald_MAC50_1.TBL.annotated.txt	BMI_female	bjdcuO	NA	rs10761785	-1.25581395348837	1.08720930232558	0.248057579917894
BMI_female	joint_proximal_Female_wald_MAC50_1.TBL.annotated.txt	BMI_female	bjdcuO	NA	rs10797115	-1.0625	1.18125	0.368401889424913
BMI_female	joint_proximal_Female_wald_MAC50_1.TBL.annotated.txt	BMI_female	bjdcuO	NA	rs10823893	1.13142857142857	1.08571428571429	0.297362878704758
BMI_female	joint_proximal_Female_wald_MAC50_1.TBL.annotated.txt	BMI_female	bjdcuO	NA	rs10824347	-0.0625	1.23295454545455	0.959571553765339
BMI_female	joint_proximal_Female_wald_MAC50_1.TBL.annotated.txt	BMI_female	bjdcuO	NA	rs10920678	-0.239263803680982	1.15950920245399	0.836518144383217
BMI_female	joint_proximal_Female_wald_MAC50_1.TBL.annotated.txt	BMI_female	bjdcuO	NA	rs10938397	1.11111111111111	0.596825396825397	0.0626450885251705
BMI_female	joint_proximal_Female_wald_MAC50_1.TBL.annotated.txt	BMI_female	bjdcuO	NA	rs10962550	3	1.22916666666667	0.0146597208266446
BMI_female	joint_proximal_Female_wald_MAC50_1.TBL.annotated.txt	BMI_female	bjdcuO	NA	rs10992867	-0.291891891891892	1.15135135135135	0.799865537508658
BMI_female	joint_proximal_Female_wald_MAC50_1.TBL.annotated.txt	BMI_female	bjdcuO	NA	rs11022762	-1.18181818181818	1.24025974025974	0.340651086792117
BMI_female	joint_proximal_Female_wald_MAC50_1.TBL.annotated.txt	BMI_female	bjdcuO	NA	rs11073383	1.21383647798742	1.18238993710692	0.30461085860755
BMI_female	joint_proximal_Female_wald_MAC50_1.TBL.annotated.txt	BMI_female	bjdcuO	NA	rs11165643	0.767955801104972	1.04419889502762	0.462065641424002
BMI_female	joint_proximal_Female_wald_MAC50_1.TBL.annotated.txt	BMI_female	bjdcuO	NA	rs11173522	0.313609467455621	1.35502958579882	0.816972178944162
BMI_female	joint_proximal_Female_wald_MAC50_1.TBL.annotated.txt	BMI_female	bjdcuO	NA	rs112646560	-1.50510204081633	1.17857142857143	0.201582379564472
BMI_female	joint_proximal_Female_wald_MAC50_1.TBL.annotated.txt	BMI_female	bjdcuO	NA	rs11611246	1.83018867924528	1.09433962264151	0.0944427540912154
BMI_female	joint_proximal_Female_wald_MAC50_1.TBL.annotated.txt	BMI_female	bjdcuO	NA	rs11672660	0.00934579439252337	0.716510903426791	0.989593105168857
BMI_female	joint_proximal_Female_wald_MAC50_1.TBL.annotated.txt	BMI_female	bjdcuO	NA	rs11677607	-1.125	0.9	0.21129954733371
BMI_female	joint_proximal_Female_wald_MAC50_1.TBL.annotated.txt	BMI_female	bjdcuO	NA	rs1167800	-0.46	0.95	0.628236467166949
BMI_female	joint_proximal_Female_wald_MAC50_1.TBL.annotated.txt	BMI_female	bjdcuO	NA	rs11692326	-0.647435897435897	1.46153846153846	0.657778424423864
BMI_female	joint_proximal_Female_wald_MAC50_1.TBL.annotated.txt	BMI_female	bjdcuO	NA	rs11727273	-0.57396449704142	1.11242603550296	0.60588412999952
BMI_female	joint_proximal_Female_wald_MAC50_1.TBL.annotated.txt	BMI_female	bjdcuO	NA	rs11880870	0.375634517766497	0.954314720812183	0.69386381253192
BMI_female	joint_proximal_Female_wald_MAC50_1.TBL.annotated.txt	BMI_female	bjdcuO	NA	rs12042959	-0.871134020618557	1.3659793814433	0.523645645197017
BMI_female	joint_proximal_Female_wald_MAC50_1.TBL.annotated.txt	BMI_female	bjdcuO	NA	rs12140153	2.24539877300614	1.11349693251534	0.0437446966675665
BMI_female	joint_proximal_Female_wald_MAC50_1.TBL.annotated.txt	BMI_female	bjdcuO	NA	rs12150665	1.19161676646707	1.1377245508982	0.294929690477363
BMI_female	joint_proximal_Female_wald_MAC50_1.TBL.annotated.txt	BMI_female	bjdcuO	NA	rs12202969	1.92413793103448	1.28275862068966	0.133614402537716
BMI_female	joint_proximal_Female_wald_MAC50_1.TBL.annotated.txt	BMI_female	bjdcuO	NA	rs12364470	1.2	1.325	0.365115640660603
BMI_female	joint_proximal_Female_wald_MAC50_1.TBL.annotated.txt	BMI_female	bjdcuO	NA	rs12429545	0.74914089347079	0.948453608247423	0.429612411949101
BMI_female	joint_proximal_Female_wald_MAC50_1.TBL.annotated.txt	BMI_female	bjdcuO	NA	rs12462975	0.970443349753695	0.985221674876847	0.324624070963799
BMI_female	joint_proximal_Female_wald_MAC50_1.TBL.annotated.txt	BMI_female	bjdcuO	NA	rs12564992	0.386473429951691	1.40096618357488	0.782654008414754
BMI_female	joint_proximal_Female_wald_MAC50_1.TBL.annotated.txt	BMI_female	bjdcuO	NA	rs12593036	-1.75324675324675	1.31818181818182	0.183502041318416
BMI_female	joint_proximal_Female_wald_MAC50_1.TBL.annotated.txt	BMI_female	bjdcuO	NA	rs12612009	-0.836879432624113	1.38297872340426	0.545093814804023
BMI_female	joint_proximal_Female_wald_MAC50_1.TBL.annotated.txt	BMI_female	bjdcuO	NA	rs12645001	-1.50354609929078	1.39007092198582	0.279415789265876
BMI_female	joint_proximal_Female_wald_MAC50_1.TBL.annotated.txt	BMI_female	bjdcuO	NA	rs12681792	0	1.31693989071038	1
BMI_female	joint_proximal_Female_wald_MAC50_1.TBL.annotated.txt	BMI_female	bjdcuO	NA	rs12692596	-1.5958904109589	1.33561643835616	0.232137124268944
BMI_female	joint_proximal_Female_wald_MAC50_1.TBL.annotated.txt	BMI_female	bjdcuO	NA	rs12692738	-0.141975308641975	1.34567901234568	0.915975430282048
BMI_female	joint_proximal_Female_wald_MAC50_1.TBL.annotated.txt	BMI_female	bjdcuO	NA	rs12714199	-1.14383561643836	1.32876712328767	0.389334575709387
BMI_female	joint_proximal_Female_wald_MAC50_1.TBL.annotated.txt	BMI_female	bjdcuO	NA	rs1285997	1.76	1.45333333333333	0.225891888608154
BMI_female	joint_proximal_Female_wald_MAC50_1.TBL.annotated.txt	BMI_female	bjdcuO	NA	rs12872889	-0.84688995215311	1.10526315789474	0.443537220319266
BMI_female	joint_proximal_Female_wald_MAC50_1.TBL.annotated.txt	BMI_female	bjdcuO	NA	rs1289736	2.48201438848921	1.36690647482014	0.0694026726227178
BMI_female	joint_proximal_Female_wald_MAC50_1.TBL.annotated.txt	BMI_female	bjdcuO	NA	rs12914489	2.03964757709251	1.38766519823789	0.141604748859882
BMI_female	joint_proximal_Female_wald_MAC50_1.TBL.annotated.txt	BMI_female	bjdcuO	NA	rs12949279	-0.0111731843575419	1.05586592178771	0.991556934708917
BMI_female	joint_proximal_Female_wald_MAC50_1.TBL.annotated.txt	BMI_female	bjdcuO	NA	rs12981256	2.42857142857143	1.07692307692308	0.0241269245824497
BMI_female	joint_proximal_Female_wald_MAC50_1.TBL.annotated.txt	BMI_female	bjdcuO	NA	rs13002158	0.0625	1.15384615384615	0.956802377825915
BMI_female	joint_proximal_Female_wald_MAC50_1.TBL.annotated.txt	BMI_female	bjdcuO	NA	rs13053342	0.980392156862745	1.25490196078431	0.434655471356171
BMI_female	joint_proximal_Female_wald_MAC50_1.TBL.annotated.txt	BMI_female	bjdcuO	NA	rs13068138	-2.12554112554113	1.004329004329	0.0343125602798122
BMI_female	joint_proximal_Female_wald_MAC50_1.TBL.annotated.txt	BMI_female	bjdcuO	NA	rs13107325	0.745575221238938	0.787610619469027	0.343827752316081
