sequence_id	direction_group	outcome	group
10000_28	positive	proximal	Female
10003_15	positive	proximal	Female
10008_43	positive	proximal	Female
10011_65	positive	proximal	Female
10012_5	positive	proximal	Female
10014_31	positive	proximal	Female
10015_119	NA	proximal	Female
10023_32	positive	proximal	Female
10024_44	positive	proximal	Female
10035_6	positive	proximal	Female
10036_201	negative	proximal	Female
10037_98	negative	proximal	Female
10042_8	NA	proximal	Female
10044_12	positive	proximal	Female
10046_55	negative	proximal	Female
10053_5	NA	proximal	Female
10063_10	NA	proximal	Female
10064_12	positive	proximal	Female
10073_22	negative	proximal	Female
10074_128	NA	proximal	Female
10075_75	positive	proximal	Female
10078_5	NA	proximal	Female
10080_9	NA	proximal	Female
10081_17	positive	proximal	Female
10085_25	positive	proximal	Female
10088_37	positive	proximal	Female
10339_48	negative	proximal	Female
10342_55	NA	proximal	Female
10344_334	positive	proximal	Female
10346_5	positive	proximal	Female
10356_21	positive	proximal	Female
10361_25	NA	proximal	Female
10362_35	NA	proximal	Female
10364_6	NA	proximal	Female
10418_36	positive	proximal	Female
10425_3	NA	proximal	Female
10426_21	positive	proximal	Female
10428_1	positive	proximal	Female
10430_31	positive	proximal	Female
10440_26	positive	proximal	Female
10442_1	positive	proximal	Female
10447_18	NA	proximal	Female
10449_31	positive	proximal	Female
10453_7	positive	proximal	Female
10454_99	NA	proximal	Female
10462_14	NA	proximal	Female
10490_3	NA	proximal	Female
10506_53	NA	proximal	Female
10507_166	positive	proximal	Female
10510_62	NA	proximal	Female
10511_10	negative	proximal	Female
10512_13	positive	proximal	Female
10514_5	positive	proximal	Female
10527_22	positive	proximal	Female
10530_8	positive	proximal	Female
10531_18	NA	proximal	Female
10534_40	NA	proximal	Female
10539_30	positive	proximal	Female
10546_2	positive	proximal	Female
10550_37	positive	proximal	Female
10553_8	NA	proximal	Female
10554_23	positive	proximal	Female
10557_6	positive	proximal	Female
10558_26	negative	proximal	Female
10561_5	positive	proximal	Female
10562_42	NA	proximal	Female
10563_13	NA	proximal	Female
10565_19	negative	proximal	Female
10569_28	positive	proximal	Female
10572_65	negative	proximal	Female
10574_10	negative	proximal	Female
10575_31	negative	proximal	Female
10580_14	NA	proximal	Female
10582_36	positive	proximal	Female
10603_1	positive	proximal	Female
10605_22	positive	proximal	Female
10606_34	negative	proximal	Female
10608_9	negative	proximal	Female
10612_18	negative	proximal	Female
10613_33	negative	proximal	Female
10618_190	NA	proximal	Female
10620_21	negative	proximal	Female
10623_19	NA	proximal	Female
10630_5	positive	proximal	Female
10637_50	NA	proximal	Female
10638_1	NA	proximal	Female
10643_16	positive	proximal	Female
10647_18	negative	proximal	Female
10666_7	negative	proximal	Female
10668_5	NA	proximal	Female
10672_75	positive	proximal	Female
10675_223	positive	proximal	Female
10677_9	positive	proximal	Female
